年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2005,1,1101,台泥,致遠會計師事務所,陳慕賢,楊智惠,94/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1103,嘉泥,勤業眾信會計師事務所,方小萍,涂三遷,94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1104,環球水泥,資誠會計師事務所,王嘉瑜,陳美姿,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1109,信大水泥,致遠會計師事務所,李秀玲,鄧泗堂,94/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1110,東泥,建興聯合會計師事務所,劉吉雄,蔡淑滿,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1201,味全公司,資誠會計師事務所,陳永清,吳漢期,94/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1203,味王公司,大中國際聯合會計師事務所,溫明郁,許伯彥,94/04/29,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益、其他
2005,1,1210,大成長城,安侯建業會計師事務所,鍾丹丹,陳眉芳,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1213,大飲,致 遠 會 計 師 事 務 所,"何 志 儒 (YYY代表會�/td>阮 呂 艷 (YYY代表會�/td>94/04/18
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","阮 呂 艷 (YYY代表會�/td>94/04/18
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1215,卜蜂企業,資誠會計師事務所,賴春田,王輝賢,94/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1216,統一,資誠會計師事務所,蔡金拋,劉子猛,94/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,吳昭德,94/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1219,福壽實業,群 智 聯 合 會 計 師 事 務 所,黃春生,陳郁惠,94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,94/04/22,修正式無保留核閱報告--會計原則變動
2005,1,1225,福懋油,勤業眾信會計師事務所,吳恩銘,謝建新,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1227,佳格,勤業眾信會計師事務所,張銘政,郭文吉,94/10/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1229,聯華實業,安侯建業會計師事務所,許淑敏,江忠儀,94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1231,聯華食品,勤 業 眾 信 會 計 師 事 務 所,張清福,陳清祥,94/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1232,大統益,資誠會計師事務所,李明憲,林姿妤,94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1233,天仁,致遠 聯 合 會 計 師 事 務 所,"梁再添 (YYY代表會計�/td>陳添益 (YYY代表會計�/td>94/04/20
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","陳添益 (YYY代表會計�/td>94/04/20
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,陳慧銘,游素環,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1235,興泰,第一聯合會計師事務所,張福郎,王戊昌,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1236,宏亞食品,致遠會計師事務所,徐榮煌,徐憶芳,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1301,台塑,安侯建業會計師事務所,吳秋華,寇惠植,94/04/26,修正式無保留核閱報告--採用其他會計師查核且欲區分責任
2005,1,1303,南亞塑膠,安侯建業會計師事務所,吳秋華,李慈慧,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1304,台聚,勤業眾信會計師事務所,韋 亮 發,范 有 偉,94/04/25,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2005,1,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,范有偉,王小蕙,94/04/22,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2005,1,1307,三芳化工,安侯建業聯合會計師事務所,楊博任,陳惠媛,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,王 小 蕙,范 有 偉,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1309,台達化工,勤業眾信會計師事務所,王小蕙,范有偉,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1310,台苯,正風聯合會計師事務所,黃國師,周銀來,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,林志隆,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1314,中石化,安侯建業會計師事務所,陳眉芳,鍾丹丹,94/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1315,達新工業,第一聯合會計師事務所,林克武,張福郎,94/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1316,上曜,資誠會計師事務所,劉子猛,林姿妤,94/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1319,東陽,致遠會計師事務所,吳健源,游朝堂,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1321,大洋,安侯建業會計師事務所,吳清堅,蔡松棋,94/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1323,永裕,勤業眾信會計師事務所,黃李松,林卉娟,93/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1324,地球工業,致遠會計師事務所,佟韻玲,李惠美,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1325,恒大,勤業眾信會計師事務所,陳照敏,曾有財,94/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1326,台化,致遠會計師事務所,阮呂豔,何志儒,94/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1402,遠東新,勤業眾信會計師事務所,游智惠,魏永篤,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1409,新纖,勤業眾信會計師事務所,"劉水恩 (YYY代表會計�/td>王錦燕 (YYY代表會計�/td>94/04/26
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","王錦燕 (YYY代表會計�/td>94/04/26
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",94/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1410,南染,致遠會計師事務所,何志儒,阮呂艷,94/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1413,宏洲纖維,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,94/04/26,標準式無保留核閱報告
2005,1,1414,東和,安侯建業會計師事務所,楊博任,方惠玲,94/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1416,廣豐,第 一 聯 合 會 計 師 事 務 所,林克武,高  佩,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1417,嘉裕,致 遠 會 計 師 事 務 所,賴明陽,徐憶芳,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1418,東華,勤業眾信會計師事務所,黃海悅,林谷同,94/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1419,新紡,勤業眾信會計師事務所,陳慧銘,林義峰,94/04/22,修正式無保留核閱報告--會計原則變動
2005,1,1423,利華羊毛,致遠會計師事務所,戴興鉦,潘愛華,94/04/18,修正式無保留核閱報告--會計原則變動
2005,1,1432,大魯閣,致 遠 會 計 師 事 務 所,蕭翠慧,梁再添,94/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1434,福懋興業,致 遠 會 計 師 事 務 所,何志儒,阮呂艷,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1435,中福國際,勤業眾信會計師事務所,黃廷育會計師,吳恩銘會計師,95/10/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1436,華友聯,勤業眾信會計師事務所,卓明信,游智惠,94/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1437,勤益投控,安侯建業會計師事務所,俞安恬,呂莉莉,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1438,裕豐,揚智聯合會計師事務所,胡湘寧,林思寧,94/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1439,中和羊毛,致 遠 會 計 師 事 務 所,"戴興鉦 (YYY代表會計�/td>潘愛華 (YYY代表會計�/td>94/04/28
標準式無保留核閱報告","潘愛華 (YYY代表會計�/td>94/04/28
標準式無保留核閱報告",94/04/28,標準式無保留核閱報告
2005,1,1440,南紡,資誠會計師事務所,劉子猛,林億彰,94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1441,大東紡織,安侯建業會計師事務所,李慈慧,吳東和,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1442,名軒,惠眾會計師事務所,廖德英,卓敏枝,94/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1443,立益紡織,第一聯合會計師事務所,甘有財,陳桂美,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1444,力麗,勤業眾信會計師事務所,余鴻賓,邱明玉,96/04/28,保留式核閱報告--適用新公報、其他
2005,1,1445,大宇紡織,勤業眾信會計師事務所,殷仲偉,郭慈容,94/04/15,標準式無保留核閱報告
2005,1,1446,宏和,致 遠 會 計 師 事 務 所,侯榮顯,黃崇輝,94/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1447,力鵬,勤業眾信會計師事務所,余鴻賓,邱明玉,94/04/22,標準式無保留核閱報告
2005,1,1449,佳和實業,安侯建業會計師事務所,方惠玲,陳國宗,94/04/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1451,年興紡織,勤業眾信會計師事務所,施景彬,魏永篤,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1452,宏益,立本聯合會計師事務所,"柯俊輝 (YYY代表會計�/td>陳玉芳 (YYY代表會計�/td>94/04/16
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","陳玉芳 (YYY代表會計�/td>94/04/16
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",94/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1453,大將,勤業眾信會計師事務所,蔡宏祥,賴國旺,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1454,台富,勤業眾信會計師事務所,陳慧銘,池瑞全,94/04/18,標準式無保留核閱報告
2005,1,1455,集盛,第 一 聯 合 會 計 師 事 務 所,蕭英嘉,林美玲,94/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1457,宜進,安侯建業會計師事務所,賴麗真,張淑瑩,93/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1459,聯發紡織,勤業眾信會計師事務所,黃  海  悅,涂  三  遷,94/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1460,宏遠,勤業眾信會計師事務所,李季珍,吳恩銘,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1463,強盛染整,安侯建業會計師事務所,于紀隆,吳美萍,94/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1464,得力實業,勤 業 眾 信 會 計 師 事 務 所,龔俊吉,黃李松,94/04/14,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1465,偉全實業,立本台灣聯合會計師事務所,許坤錫,張書成,94/04/22,標準式無保留核閱報告
2005,1,1466,聚隆,建智聯合會計師事務所,紀敏滄(YYY代表會計師,陳靜宜(YYY代表會計師,94/04/21,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2005,1,1467,南緯實業,安侯建業會計師事務所,賴麗真,張淑瑩,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1468,昶和纖維,勤業眾信會計師事務所,許庭禎,郭文吉,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1469,理隆纖維,資誠會計師事務所,蔡金拋,杜佩玲,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1470,大統染,勤業眾信會計師事務所,劉永富,涂三遷,94/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1471,首利,資誠會計師事務所,徐永堅,支秉鈞,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1472,三洋紡,勤業眾信會計師事務所,陳杰忠,黃海悅,94/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1473,台南企業,資誠會計師事務所,劉子猛會計師,林姿妤會計師,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1474,弘裕,建智聯合會計師事務所,陳貴端,廖年傑,94/04/21,標準式無保留核閱報告
2005,1,1475,本盟光電,資誠會計師事務所,林鈞堯,王照明,94/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1476,儒鴻,安侯建業會計師事務所,寇惠植,李慈慧,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1477,聚陽實業,安侯建業會計師事務所,于紀隆,唐慈杰,94/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1503,士電,勤業眾信會計師事務所,許庭禎,郭文吉,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1504,東元電機,資誠會計師事務所,薛明玲,曾惠瑾,94/04/28,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2005,1,1506,正道,安侯建業會計師事務所,"江忠儀 (YYY代表會計�/td>連淑凌 (YYY代表會計�/td>94/04/21
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","連淑凌 (YYY代表會計�/td>94/04/21
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",94/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1507,永大機電,建昇財稅聯合會計師事務所,陳仁基,蔡季嫻,94/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1512,瑞利,勤業眾信會計師事務所,吳秋燕,楊碧雲,94/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1513,中興電,鼎信聯合會計師事務所,諶  清,單思達,94/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1514,亞力電機,惠眾會計師事務所,李伯承,洪佑伶,94/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1515,力山,安侯建業會計師事務所,陳君滿,張字信,94/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1516,川飛,安侯建業會計師事務所,陳君滿,張字信,94/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2005,1,1517,利奇機械,勤業眾信會計師事務所,吳麗冬,呂惠民,94/04/20,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2005,1,1519,華城電機,勤業眾信會計師事務所,林安惠,張敬人,94/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
