,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,2012/08/30,"??(?????????)??(?????????)""保留(附加其他事項說明段)--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,郭俐雯,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,2012/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,2012/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新會計師,陳招美會計師,2012/08/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,2012/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,黃鈴雯,謝仁耀,2012/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,2012/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,2012/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,2012/08/28,"??????????""無保留意見 """
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,2012/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,黃鈴雯,蔡淑滿,2012/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,張淑瑩,2012/08/29,"??(?????????)??(?????????)""保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,2012/08/21,"??(?????????)??(?????????)""保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯 合 會 計 師 事 務 所,柯俊輝,陳玉芳,2012/08/20,"??????????""無保留意見 """
17,17,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,吳恩銘,2012/08/30,"??????????""無保留意見 """
18,18,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,2012/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,蔡振財,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,2012/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,安永聯合會計師事務所,徐榮煌,曾祥裕,2012/08/16,"??????????""無保留意見 """
23,23,1234,黑松,勤業眾信聯合會計師事務所,陳慧銘,林宜慧,2012/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,冠恆聯合會計師事務所,萬益東,莊代如,2012/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,安永聯合會計師事務所,黃建澤,徐榮煌,2012/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業聯合會計師事務所,吳秋華,李慈慧,2012/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業聯合會計師事務所,吳秋華,寇惠植,2012/08/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信聯合會計師事務所,韋亮發,黃秀椿,2012/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
29,29,1305,華夏,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,2012/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
30,30,1307,三芳化工,勤業眾信聯合會計師事務所,吳秋燕,曾光敏,2012/08/22,"??????????""無保留意見 """
31,31,1308,亞聚,勤業眾信聯合會計師事務所,韋亮發,郭慈容,2012/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
32,32,1309,台達化工,勤業眾信聯合會計師事務所,黃秀椿,吳世宗,2012/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
33,33,1310,台苯,正風聯合會計師事務所,周銀來,曾國富,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
34,34,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,林美玲,2012/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
35,35,1313,聯成,勤業眾信聯合會計師事務所,劉建良,王儀雯,2012/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
36,36,1314,中石化,安侯建業聯合會計師事務所,陳眉芳,陳富煒,2012/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
37,37,1315,達新工業,第一聯合會計師事務所,張福郎,邱桂鈴,2012/08/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
38,38,1316,上曜,資誠聯合會計師事務所,劉子猛,李明憲,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
39,39,1319,東陽,安永聯合會計師事務所,黃世杰,洪茂益,2012/08/28,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
40,40,1321,大洋,安侯建業聯合會計師事務所,余 聖 河,李 禾方 儀,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
41,41,1323,永裕,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,2012/08/21,"??????????""無保留意見 """
42,42,1324,地球工業,安永聯合會計師事務所,楊智惠,張志銘,2012/08/27,"??????????""無保留意見 """
43,43,1325,恒大,勤業眾信聯合會計師事務所,張瑞娜,陳照敏,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
44,44,1326,台化,資誠聯合會計師事務所,吳漢期,阮呂曼玉,2012/08/30,"??(?????????)??(?????????)""保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益"""
45,45,1339,昭輝,勤業眾信聯合會計師事務所,吳麗冬,曾棟鋆,2012/08/24,"??????????""無保留意見 """
46,46,1402,遠東新,勤業眾信聯合會計師事務所,卓明信,黃樹傑,2012/08/24,"??(?????????)??(?????????)""保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益"""
47,47,1409,新纖,勤業眾信聯合會計師事務所,楊民賢,王自軍,2012/08/30,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
48,48,1410,南染,資誠聯合會計師事務所,阮呂曼玉,李運鞭,2012/08/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
49,49,1413,宏洲纖維,立本台灣聯合會計師事務所,陳玉芳,王麗燕,2012/08/28,"??????????""無保留意見 """
50,50,1414,東和,安侯建業聯合會計師事務所,陳　國　宗,許　振　隆,2012/08/10,"??????????""無保留意見 """
51,51,1416,廣豐,第一聯合會計師事務所,王戊昌,邱繼盛,2012/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
52,52,1417,嘉裕,勤業眾信聯合會計師事務所,許秀明,郭政弘,2012/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
53,53,1418,東華,勤業眾信聯合會計師事務所,黃海悅,何瑞軒,2012/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
54,54,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,謝明忠,2012/08/24,"??????????""無保留意見 """
55,55,1423,利華羊毛,安 永 聯 合 會 計 師 事 務 所,蕭 翠 慧,徐 榮 煌,2012/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
56,56,1432,大魯閣,資誠聯合會計師事務所,蕭金木,葉翠苗,2012/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
