,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
51,51,1417,嘉裕,致 遠 會 計 師 事 務 所,賴明陽,徐憶芳,2005/08/09,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
52,52,1418,東華,勤業眾信會計師事務所,黃海悅,林谷同,2005/08/24,"????????????????""修正式無保留意見--欲強調某一事項"""
53,53,1419,新紡,勤業眾信會計師事務所,陳慧銘,林義峰,2005/07/22,"????????????????""修正式無保留意見--欲強調某一事項"""
54,54,1423,利華羊毛,致遠會計師事務所,戴興鉦,潘愛華,2005/07/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
55,55,1432,大魯閣,致 遠 會 計 師 事 務 所,鄧泗堂,蕭翠慧,2005/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
56,56,1434,福懋興業,致遠會計師事務所,何志儒,阮呂艷,2005/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
57,57,1435,中福國際,勤業眾信會計師事務所,黃廷育會計師,吳恩銘會計師,2006/10/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
58,58,1436,華友聯,勤業眾信會計師事務所,吳恩銘,卓明信,2005/08/04,"??????????""無保留意見 """
59,59,1437,勤益投控,安侯建業會計師事務所,俞安恬,呂莉莉,2005/08/23,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
60,60,1438,裕豐,安泰聯合會計師事務所,萬文慧,陳兆宏,2005/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
61,61,1439,中和羊毛,致遠會計師事務所,戴興鉦 (YYY代表會計?,潘愛華 (YYY代表會計?,2005/08/15,"??????????""無保留意見 """
62,62,1440,南紡,資誠會計師事務所,李明憲,劉子猛,2005/08/09,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
63,63,1441,大東紡織,安侯建業會計師事務所,李慈慧,吳東和,2005/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
64,64,1442,名軒,惠 眾 會 計 師 事 務 所,李伯承,盧聯生,2005/08/25,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
65,65,1443,立益紡織,第 一 聯 合 會 計 師 事 務 所,甘有財,陳桂美,2005/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
66,66,1444,力麗,勤業眾信會計師事務所,余鴻賓,邱明玉,2007/04/28,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
67,67,1445,大宇紡織,勤業眾信會計師事務所,殷仲偉,郭慈容,2851/08/05,"??????????""無保留意見 """
68,68,1446,宏和,致 遠 會 計 師 事 務 所,侯榮顯,黃崇輝,2005/08/24,"????????????????""修正式無保留意見--會計原則變動"""
69,69,1447,力鵬,勤業眾信會計師事務所,余鴻賓,邱明玉,2005/08/08,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
70,70,1449,佳和實業,安侯建業會計師事務所,方惠玲,陳國宗,2005/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
71,71,1451,年興紡織,勤業眾信會計師事務所,施景彬,魏永篤,2005/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
72,72,1452,宏益,立本台灣聯合會計師事務所,柯俊輝 (YYY代表會計?,陳玉芳 (YYY代表會計?,2005/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
73,73,1453,大將,勤業眾信會計師事務所,郭榮芳,賴國旺,2005/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
74,74,1454,台富,勤業眾信會計師事務所,陳慧銘,池瑞全,2005/07/23,"??????????""無保留意見 """
75,75,1455,集盛,第 一 聯 合 會 計 師 事 務 所,蕭英嘉,林美玲,2005/07/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
76,76,1456,怡華,惠眾會 計 師 事 務 所,盧聯生(YYY代表會計師,李伯承(YYY代表會計師,2005/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
77,77,1457,宜進,安侯建業會計師事務所,賴麗真,張淑瑩,2005/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
78,78,1459,聯發紡織,勤業眾信會計師事務所,黃  海  悅,涂  三  遷,2005/07/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
79,79,1460,宏遠,勤業眾信會計師事務所,李季珍,吳恩銘,2005/08/09,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
80,80,1463,強盛染整,安侯建業會計師事務所,于紀隆,吳美萍,2005/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
81,81,1464,得力實業,勤 業 眾 信 會 計 師 事 務 所,龔俊吉,黃李松,2005/07/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
82,82,1465,偉全實業,立 本 台 灣 聯 合 會 計 師 事 務 所,許坤錫,張書成,2005/08/12,"??????????""無保留意見 """
83,83,1466,聚隆,建智聯合會計師事務所,陳靜宜(YYY代表會計師,廖年傑(YYY代表會計師,2005/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
84,84,1467,南緯實業,安侯建業會計師事務所,賴麗真,張淑瑩,2005/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
85,85,1468,昶和纖維,勤 業 眾 信 會 計 師 事 務 所,張銘政,郭文吉,2005/08/04,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
86,86,1469,理隆纖維,資誠會計師事務所,蔡金拋,杜佩玲,2005/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
87,87,1470,大統染,勤業眾信會計師事務所,劉永富,涂三遷,2005/07/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
88,88,1471,首利,資誠會計師事務所,徐永堅,支秉鈞,2005/08/25,"??????????""無保留意見 """
89,89,1472,三洋紡,勤業眾信 會 計 師 事 務 所,陳杰忠,黃海悅,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
90,90,1473,台南企業,資誠會計師事務所,李明憲,林姿妤,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
91,91,1474,弘裕,建智聯合會計師事務所,陳貴端,陳靜宜,2005/07/27,"??????????""無保留意見 """
92,92,1475,本盟光電,資誠會計師事務所,林鈞堯,王照明,2005/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
93,93,1476,儒鴻,安侯建業會計師事務所,寇惠植,李慈慧,2005/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
94,94,1477,聚陽實業,安侯建業會計師事務所,于紀隆,唐慈杰,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
95,95,1503,士電,勤業眾信會計師事務所,張銘政,郭文吉,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
96,96,1504,東元電機,資誠會計師事務所,薛明玲,曾惠瑾,2005/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
97,97,1506,正道,安侯建業會計師事務所,江忠儀 (YYY代表會計?,連淑凌 (YYY代表會計?,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
98,98,1507,永大機電,建昇財稅聯合會計師事務所,陳仁基,蔡季嫻,2005/08/03,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
99,99,1512,瑞利,勤 業 眾 信 會 計 師 事 務 所,吳秋燕,郭麗園,2005/08/05,"??????????""無保留意見 """
100,100,1513,中興電,鼎信聯合會計師事務所,諶  清,單思達,2005/08/18,"??????????""無保留意見 """
101,101,1514,亞力電機,惠眾會計師事務所,李伯承,洪佑玲,2005/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
102,102,1515,力山,安侯建業會計師事務所,張字信,魏忠華,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
103,103,1516,川飛,安侯建業會計師事務所,陳君滿,張字信,2005/08/26,"????????????????""修正式無保留意見--欲強調某一事項"""
104,104,1517,利奇機械,勤業眾信會計師事務所,吳麗冬,呂惠民,2005/08/11,"??????????""無保留意見 """
105,105,1519,華城電機,勤業眾信會計師事務所,張敬人,李東峰,2005/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
106,106,1521,大億,勤業眾信會計師事務所,黃李松,王茂霖,2005/08/19,"??????????""無保留意見 """
107,107,1522,堤維西,致遠會計師事務所,黃崇輝,吳健源,2005/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
108,108,1524,耿鼎企業,正風聯合會計師事務所,鄭憲修,曾國富,2005/07/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
109,109,1525,江申工業,勤業眾信會計師事務所,邵志明,許秀明,2005/07/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
110,110,1526,日馳,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
111,111,1527,鑽全,致遠會計師事務所,林奇威,游朝堂,2005/08/02,"????????????????""修正式無保留意見--會計原則變動"""
112,112,1528,恩德,安 侯 建 業 會 計 師 事 務 所,黃 柏 淑,許 育 峰,2005/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
113,113,1529,樂士,建智聯合會計師事務所,陳宇頌,易昌運,2005/08/09,"??????????""無保留意見 """
114,114,1530,亞崴機電,敬業會計師事務所,王日春會計師,黃勝義會計師,2005/07/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
115,115,1531,高林股,勤業眾信會計師事務所,林安惠,洪玉美,2005/08/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
116,116,1532,勤美,安侯建業會計師事務所,楊美雪,蔡松棋,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
117,117,1533,車王電,資誠會計師事務所,楊明經,洪淑華,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
118,118,1535,中宇,勤業眾信會計師事務所,曾光敏 (勤業眾信代表,許芳益 (勤業眾信代表,2005/07/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
119,119,1536,和大工業,資誠會計師事務所,蕭珍琪,洪淑華,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
120,120,1537,廣隆光電,資誠會計師事務所,蕭珍琪,楊明經,2005/08/23,"??????????""無保留意見 """
121,121,1538,正峰新,亞 東 聯 合 會 計 師 事 務 所,呂正樂 (YYY代表會計?,劉哲瑋 (YYY代表會計?,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
122,122,1539,巨庭機械,鼎信 聯 合 會 計 師 事 務 所,林明壽,賴銘堂,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
123,123,1540,喬福機械,資誠會計師事務所,蕭珍琪,楊明經,2005/08/18,"??????????""無保留意見 """
124,124,1541,錩泰,致 遠 會 計 師 事 務 所,游朝堂,嚴文筆,2005/07/21,"??????????""無保留意見 """
125,125,1558,伸興,致遠會計師事務所,嚴文筆,林奇威,2005/07/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
126,126,1560,中砂,致遠會計師事務所,傅文芳,賴銘榮,2005/08/23,"????????????????""修正式無保留意見--會計原則變動"""
127,127,1568,倉佑,勤業眾信會計師事務所,賴國旺,廖如陽,2005/08/02,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
128,128,1603,華電,勤業眾信會計師事務所,劉江抱,張淑慧,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
129,129,1604,聲寶,勤 業 眾 信 會 計 師 事 務 所,龔  雙  雄,陳  昭  鋒,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
130,130,1605,華新,勤業眾信會計師事務所,洪國田,余鴻賓,2005/08/05,"????????????????""修正式無保留意見--欲強調某一事項"""
131,131,1608,華榮,安侯建業會計師事務所,王明志,陳國宗,2005/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
132,132,1609,大亞電線,群 智 聯 合 會 計 師 事 務 所,黃春生,呂亞哲,2005/07/28,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
133,133,1611,中電,群信聯 合 會 計 師 事 務 所,謝文益,謝國松,2005/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
134,134,1612,宏泰,致遠會計師事務所,楊文安,黃素珍,2005/07/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
135,135,1613,台一,安侯建業會計師事務所,賴麗真,張淑瑩,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
136,136,1614,三洋電,第一聯合會計師事務所,高佩,楊淑卿,2005/08/08,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
137,137,1615,大山,安侯建業會計師事務所,江忠儀,林賢郎,2005/08/19,"??????????""無保留意見 """
138,138,1616,億泰,安侯建業會計師事務所,羅瑞蘭,于紀隆,2005/08/27,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、欲強調某一事項"""
139,139,1617,榮星電線,安 侯 建 業 會 計 師 事 務 所,蘇慈玲,陳惠媛,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
140,140,1618,合機公司,勤 業 眾 信 會 計 師 事 務 所,楊清鎮,翁榮隨,2005/08/24,"??????????""無保留意見 """
141,141,1701,中化,致遠會計師事務所,阮 呂 艷,何 志 儒,2005/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
142,142,1702,南僑化工,安侯建業 聯 合 會 計 師 事 務 所,林秀玉,許育峰,2005/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
143,143,1704,榮化,德 昌 聯 合 會 計 師 事 務 所,林 建 邦(YYY代表會計,詹 誠 一(YYY代表會計,2005/08/02,"????????????????""修正式無保留意見--欲強調某一事項"""
144,144,1707,葡萄王,大中國際聯合會計師事務所,許伯彥,林寬照,2005/08/02,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
145,145,1708,東鹼,安侯建業會計師事務所,王明志,關春修,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
146,146,1709,和益化工,立本台灣聯合會計師事務所,陳玉芳,柯俊榮,2005/07/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
147,147,1710,東聯,勤業眾信會計師事務所,范有偉,郭俐雯,2005/07/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
148,148,1711,永光化學,安侯建業會計師事務所,許育峰,關春修,2005/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
149,149,1712,興農,勤 業 眾 信 會 計 師 事 務 所,曾 棟 鋆,羅 瑞 霖,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
150,150,1713,國化,致遠會計師事務所,戴興鉦,潘愛華,2005/08/22,"????????????????""修正式無保留意見--會計原則變動"""
151,151,1714,和桐化學,致 遠 會 計 師 事 務 所,楊文安,佟韻玲,2005/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
152,152,1715,萬洲化學,資誠會計師事務所,杜佩玲,王照明,2005/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
153,153,1717,長興材料,資誠會計師事務所,林億彰 (YYY代表會計?,洪麗蓉 (YYY代表會計?,2005/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益、其他"""
154,154,1718,中纖,廣 信 益 群 會 計 師 事 務 所,郝麗麗,郭欣訓,2005/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
155,155,1720,生達化學,資誠會計師事務所,李明憲,劉子猛,2005/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
156,156,1721,三晃,勤 業 眾 信 會 計 師 事 務 所,吳麗冬會計師,呂惠民會計師,2005/08/09,"??????????""無保留意見 """
157,157,1722,台肥,正風聯合會計師事務所,丁鴻勛,黃國師,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
158,158,1723,中碳,勤業眾信會計師事務所,曾光敏,許芳益,2005/07/20,"??????????""無保留意見 """
159,159,1724,台硝,資誠會計師事務所,蕭金木,薛守宏,2005/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
160,160,1725,元禎,勤業眾信會計師事務所,仲  偉,涂三遷,2005/08/09,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
161,161,1726,永記造漆,集智會計師事務所,蔡靜雯,陳文達,2005/08/04,"????????????????""修正式無保留意見--會計原則變動"""
162,162,1727,中華化學,致遠聯合會計師事務所,楊文安,黃素珍,2005/08/02,"??????????""無保留意見 """
163,163,1729,必翔實業,資誠會計師事務所,林玉寬,王偉臣,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
164,164,1730,花仙子,鼎信聯合會計師事務所,黃志成,單思達,2005/07/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
165,165,1731,美吾華,廣信益群 聯 合 會 計 師 事 務 所,郭錦蓉,蘇真愛,2005/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
166,166,1732,毛寶,致遠會計師事務所,何志儒,阮呂艷,2005/08/19,"??????????""無保留意見 """
167,167,1733,五鼎,勤 業 眾 信 會 計 師 事 務 所,林鴻鵬,黃鴻文,2005/07/29,"??????????""無保留意見 """
168,168,1734,杏輝藥品,鼎信聯 合 會 計 師 事 務 所,單思達,黃志成,2005/08/04,"????????????????""修正式無保留意見--欲強調某一事項"""
169,169,1735,日勝化,立本台灣 聯 合 會 計 師 事 務 所,張益順,曾炳霖,2008/07/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
170,170,1736,喬山健康,致 遠 會 計 師 事 務 所,林鴻光,游朝堂,2005/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
171,171,1737,臺鹽,勤業眾信會計師事務所,王茂霖,李季珍,2005/08/05,"??????????""無保留意見 """
172,172,1762,中化合成,群 信 聯 合 會 計 師 事 務 所,謝文益,李仍晃,2005/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
173,173,1773,勝一化工,建 興 聯 合 會 計 師 事 務 所,蘇炳章,蔡淑滿,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
174,174,1776,展宇,勤 業 眾 信 會 計 師 事 務 所,林鴻鵬,黃樹傑,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
175,175,1783,和康生技,勤業眾信會計師事務所,王自軍,徐文亞,2005/08/01,"??????????""無保留意見 """
176,176,1786,科妍,資誠會計師事務所,林億彰,王國華,2005/08/30,"????????????????""修正式無保留意見--會計原則變動"""
177,177,1802,台玻,致遠會計師事務所,鄧泗堂,陳慕賢,2005/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
178,178,1805,寶徠,資信聯合 會 計 師 事 務 所,陳榮華,姜言馨,2005/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
179,179,1806,冠軍,安侯建業會計師事務所,林瞳,曾國禓,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
180,180,1808,潤隆,安侯建業會計師事務所,林  瞳,陳嘉修,2005/08/22,"????????????????""修正式無保留意見--欲強調某一事項"""
181,181,1809,中釉,致 遠 會 計 師 事 務 所,楊文安 (YYY代表會計?,佟韻玲 (YYY代表會計?,2005/08/04,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
