,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,2011/08/23,"??(?????????)??(?????????)""保留(附加其他事項說明段)--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,2011/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,2011/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,2011/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新會計師,陳招美會計師,2011/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,2011/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,黃鈴雯,劉奕宏,2011/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,2011/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,溫明郁,李聰明,2011/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,2011/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,2011/08/25,"??????????""無保留意見 """
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,賴宗羲,2011/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,2011/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉奕宏,蔡淑滿,2011/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,張淑瑩,2011/08/18,"??(?????????)??(?????????)""保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益"""
