,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,2008/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,戴信維,范有偉,2008/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,仲  偉,虞成全,2008/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,蕭金木,周筱姿,2008/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,謝建新,陳招美,2008/08/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠會計師事務所,賴宗羲,周育正,2008/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,2008/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,陳永清,王照明,2008/08/19,"??(?????????)??(?????????)""保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,2008/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,丁玉山,許玉峰,2008/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,資誠會計師事務所,吳漢期,李淑靜,2008/08/26,"????????????????""修正式無保留意見--前期由其他會計師查核"""
11,11,1215,卜蜂企業,資誠會計師事務所,翁世榮,吳郁隆,2008/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,林姿妤,王偉臣,2008/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,2008/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業會計師事務所,陳嘉修,張淑瑩,2008/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,2008/07/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
