公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 已實現銷貨損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 長期應收租賃款減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 員工執行認股權,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 未實現銷貨利益（損失）,　　 應付短期票券增加,　　 短期借款增加,　　　 不影響現金流量之收益費損項目,　　　　 金融資產減損損失,　　　　 不影響現金流量之收益費損項目合計,　　　　　 持有供交易之金融資產（增加）減少,　　 取得持有至到期日金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 應付短期票券減少,　　　　 股份基礎給付酬勞成本,　　　　　 應付票據增加（減少）,　　 處分子公司,　　　　　 應收票據（增加）減少
2344,2015年度,,4248184,4248184,,,5754587,101995,1698,5532,263751,-173461,-124449.0,-21884,8341,-32047,0.0,141831,5925894.0,,,245974,4319,-202610,-2360730,-166897,-13524,-2493468,,23402,64500.0,204975,17818,-2833,307862,-2185606,3740288,7988472,46855,124449.0,-330970,-170700,7658106,,-686329,80433,23187.0,-40000,31592.0,0.0,-4093096,3835,-49576,299817.0,-4430137,,-390213.0,3460710.0,-6017973.0,-97121.0,0,-822921.0,6779,-3860739,53871,-578899,6975514,6396615,6396615,,,,,,,,,,,,,,,
2344,2015年01月01日至2015年09月30日,,3234000,3234000,,,4311427,77879,6680,18553,199569,-128691,-116899.0,-25796,1042,-32047,,214271,4525988.0,,,-33138,21206,-257562,-1901602,-177754,-4998,-2353848,,91725,183388.0,-101313,-26488,43884,191196,-2162652,2363336,5597336,37218,116899.0,-254006,-157829,5339618,,-686374,80433,23187.0,-40000,15494.0,,-3103873,3686,-23315,154407.0,-3576355,,-390213.0,1960710.0,-2764885.0,-97121.0,0,-555020.0,11007,-1835522,65861,-6398,6975514,6969116,6969116,0.0,,,,,,,,,,,,,,
2344,2015年01月01日至2015年06月30日,,2335616,2335616,,,2856286,52998,4495,-8524,130915,-86820,-77785.0,-11636,1065,-32047,,126135,2955082.0,,,679,13683,21766,-1199505,-164088,-2725,-1330190,,-112911,-46096.0,-86945,-29017,28657,-246312,-1576502,1378580,3714196,22437,77785.0,-171983,-48683,3593752,,-609186,80433,,-40000,15494.0,,-2084459,3654,-23090,102922.0,-2554232,,-390213.0,1960710.0,-2764885.0,,0,,-6552,-1054940,-44693,-60113,6975514,6915401,6915401,0.0,146000.0,,,,,,,,,,,,,
2344,2015年01月01日至2015年03月31日,,1281112,1281112,,,1385409,26614,1911,-36207,57057,-42836,-12927.0,-10088,-447,-8245,,78171,1438412.0,,,208075,18586,24426,-390478,-179687,2513,-316565,,-133264,26245.0,-279763,-41161,13111,-414832,-731397,707015,1988127,12061,12927.0,-86138,-29000,1897977,,0,44841,,-40000,2414.0,,-827335,492,-9460,51453.0,-777595,,,,,,0,,-7188,-397401,-22680,700301,6975514,7675815,7675815,0.0,,-390213.0,,,,,,,,,,,,
2344,2014年度,,3941038,3941038,,,4759388,115818,5285,349,177339,-166289,-114709.0,-14663,7643,-40657,-118.0,230527,4959913.0,,,-533864,4520,26629,426424,-274980,-83558,-434829,,560105,120946.0,123711,41687,58681,905130,470301,5430214,9371252,48770,122653.0,-272935,-134535,9135205,,-828260,148292,0.0,0,5368.0,33872.0,-13192897,1351,-192673,152728.0,-13872219,,-1682495.0,9617600.0,-3863100.0,-97121.0,4876,0.0,7764,3987524,54625,-694865,7670379,6975514,6975514,,,,,0.0,4959913.0,0.0,0.0,0.0,0.0,0.0,,,,
2344,2014年01月01日至2014年09月30日,,2651068,2651068,,,3469196,89512,13866,28407,126401,-124099,-69376.0,-14974,7839,-29443,,238061,3735625.0,,,-708971,-15601,-951,901650,-283990,-80415,-188278,,464572,89673.0,-108692,65399,43760,554712,366434,4102059,6753127,40701,77320.0,-196422,-138399,6536327,,-634150,117241,0.0,0,0.0,,-8056564,1148,-173899,101243.0,-8644981,,-1009032.0,3000000.0,-1098215.0,-97121.0,4876,0.0,-884,799624,13485,-1295545,7670379,6374834,6374834,235.0,,,,,,,,,,,,,,
2344,2014年01月01日至2014年06月30日,,1459856,1459856,,,2263285,62464,5553,-42571,83798,-83004,-41625.0,1563,-3,-96,,118142,2368005.0,,,-430386,-8393,82216,863338,-97849,2620,411546,,286883,-1364.0,8576,25564,39125,358784,770330,3138335,4598191,24998,47544.0,-128804,-92097,4449832,,-627560,997,,0,0.0,,-5991274,250,-165151,50000.0,-6732738,,-1051683.0,3000000.0,-1098215.0,,2667,,939,853708,8998,-1420200,7670379,6250179,6250179,499.0,0.0,,,,,,,,,,,,,
2344,2014年01月01日至2014年03月31日,,508795,508795,,,1153128,32140,-3674,-7687,48664,-42658,0.0,15866,-167,0,,47049,1243244.0,,,13869,11016,37359,413525,-278296,4143,201616,,148003,57104.0,-102556,12682,23008,138241,339857,1583101,2091896,14787,0.0,-65798,-24612,2016273,,-325701,0,,0,0.0,,-1445161,183,-56975,0.0,-1827654,,,,,,1553,,6855,-1352510,36794,-1127097,7670379,6543282,6543282,583.0,,-1360918.0,,,,,,,,,,,,
2344,2013年度,,558654,558654,,,6277692,169142,5138,39904,259402,-53033,-29715.0,92057,3807,7674,-137.0,-177945,,,,-308018,-43681,62983,1312735,-150998,-5567,872983,,-436803,-12721.0,-60474,1320,81803,-426875,446108,7040877,7599531,44203,34530.0,-298559,-122104,7257601,,-631036,206111,,-16000,32603.0,0.0,-2245724,5076,-155663,64246.0,-2983740,,-643766.0,3510000.0,-4604040.0,-137588.0,25890,,21352,-2328152,13757,1959466,5710913,7670379,7670379,,,,,783.0,6594769.0,5529.0,-94584.0,2467.0,-151236.0,-500000.0,,,,
2344,2013年01月01日至2013年12月31日,,558654,558654,,,6277692,169142,5138,39904,259402,-53033,-29715.0,92057,3807,7674,,-177945,,,,-308018,-43681,62983,1312735,-150998,-5567,872983,,-154821,,-60474,1320,81803,-426875,446108,7040877,7599531,44203,34530.0,-298559,-122104,7257601,,-631036,206111,,-16000,32603.0,,-2245724,5076,-155663,64246.0,-2983740,,,3510000.0,-4604040.0,-137588.0,25890,,21352,-2328152,13757,1959466,5710913,7670379,7670379,-137.0,-500000.0,-643766.0,,783.0,6594769.0,5529.0,-94584.0,2467.0,-151236.0,,0.0,-294703.0,0.0,
