年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
100/02,2880,華南金,,     28101700,     98234498,     35045274,        358678,     64773131,              0,  1286578263,     73356928,    271984373,         91456,     15382724,        417061,     28319953,        551912,     10574402,  1913770353,,     86528620,              0,     28552260,     25911288,      3946495,     43519780,              0,  1553332405,     35750000,      7625000,              0,      1877315,      9409124,      7984500,      7413764,  1811850551,,     70143144,     12408901,     17015724,      2350641,    101918410,          1392,    101919802,              0,              0,             15.40
100/02,2881,富邦金,,    144604262,     73693097,     66801210,     28908801,    129772421,              0,  1101615648,    837296558,    469244888,      2384534,    508245313,     63247357,     24935765,     12143469,     32910055,  3495803378,,     64215082,              0,     37403314,     35870809,      2798892,     80837681,              0,  1274513857,     86660208,      5450000,              0,              0,  1466960318,    200908606,     16178700,  3271797467,,     90040257,     54659950,     55994963,     22653113,    223348283,        657628,    224005911,     14533513,              0,             26.09
100/02,2882,國泰金,,    818678680,     57740503,     63876527,     23650129,    105285989,              0,  1415838382,    717970643,    577520145,      1312398,    807378408,    130916894,     37835891,      9792615,     76777299,  4844574503,,     54562016,      1440100,     16851867,     13048178,      1750000,     66652957,              0,  1356076741,     70269886,              0,              0,              0,  2715145016,    313081685,     23268822,  4632147268,,    103575097,     78508148,     24220873,      2161817,    208465935,      3961300,    212427235,              0,              0,             20.53
100/02,2883,開發金,,      8460691,     51891178,     52746252,      4411402,     19199398,              0,     78734299,     67255293,              0,      6026036,     40519222,              0,      3993831,              0,     10274075,    343511677,,      5589271,              0,     13927986,     31183567,      7640492,     20090463,              0,     48417275,     45888275,      8551148,              0,              0,              0,     36983142,      1351817,    219623436,,    112492660,      8961170,      4475652,     -2272534,    123656948,        231293,    123888241,    139989000,              0,             11.24
100/02,2884,玉山金控,,     11675207,     54390005,     48104035,         49653,     44361243,              0,    633927956,     46211985,    259236366,              0,      3731116,              0,     15150535,      3954911,      2975605,  1123768617,,     42143035,              0,     12685906,     12884621,      2416798,     11756482,              0,    936838554,     43600000,        300000,              0,              0,              0,      2120414,      1539456,  1066285266,,     40750000,     10627545,      6200813,        -95007,     57483351,              0,     57483351,              0,              0,             15.11
100/02,2885,元大金,,     41953531,     99131424,     48330870,      4570936,    102577785,        238838,    317787594,     15278982,      3083939,         41497,     22407651,              0,      8526992,     10273865,     11151752,    685355656,,      8825977,              0,      9447177,     13068922,      6328194,     60672537,              0,    379055389,     39407224,     17217281,              0,      1168614,        463404,     10219542,     11972824,    557847085,,     88454711,     25657847,     14441063,     -1652308,    126901313,        607258,    127508571,      4153000,              0,             15.67
100/02,2886,兆豐金,,     78065261,    120765928,    152477427,      3317416,    135629119,              0,  1395460536,    170383325,    180764101,      2603034,     24196304,        467041,     21057345,        298500,     12713056,  2298198393,,    167821656,     42405696,     22327421,    169131347,      7745925,     73372023,              0,  1521142294,     47600000,     10494960,              0,      1799200,     14145810,     14069551,      8242647,  2100298530,,    112806147,     43426403,     33764255,      7579224,    197576029,        323834,    197899863,              0,              0,             17.86
100/02,2887,台新金控,,     30750299,    117571947,     63888650,      1457904,    105462172,              0,  1680312031,    241073555,    175637117,        230417,     19966518,              0,     41504006,     21985011,     22791306,  2522630933,,    164659824,              0,     13193653,     44913979,        169882,     53683183,              0,  1951242106,     90139892,        350000,              0,              0,        795989,     21368700,      9372888,  2349890096,,     75163435,     19168984,      8087859,        113087,    102533365,     70207472,    172740837,              0,              0,             14.44
100/02,2888,新光金,,     36529682,     69867584,     61227206,     28403400,     56444766,        200964,    546712486,    326168514,    194687562,        157552,    612685890,     91201909,     21756323,      4819793,     30711128,  2081574759,,      1823358,              0,      3977411,     24797275,      7647349,     18566492,              0,    411022874,     26950000,     10896049,      1654000,              0,  1345373690,    121257100,     10584446,  1984550044,,     84363876,      8839562,      3932145,    -13968224,     83167359,     13857356,     97024715,              0,              0,              9.86
100/02,2889,國票金控,,      1642079,             51,    129525071,      4580169,     13853729,              0,              0,     45102657,              0,      1430010,      4693134,              0,      2062215,        528821,      2372442,    205790378,,              0,     12081586,        436021,    152441181,      4206443,      2556607,              0,              0,              0,              0,              0,         72585,      1289232,      1762079,         47474,    174893208,,     24547887,        206358,      2380883,       -263483,     26871645,      4025525,     30897170,     30165000,              0,             11.67
100/02,2890,永豐金控,,     16850739,     70365104,     66098529,      7313678,     66288309,              0,    738969158,     35674027,    204195052,         61894,     28784689,              0,     11584148,      2142850,     11574563,  1259902740,,     62425439,              0,     10260038,     19898516,     19331845,     18968707,              0,    955855776,     27584316,     18057995,        129060,              0,              0,     33837215,      4210070,  1170558977,,     73112388,      2014549,     14818106,       -601280,     89343763,              0,     89343763,              0,              0,             12.75
100/02,2891,中信金,,     31082252,    105144861,     60019785,              0,    132911211,              0,  1029490510,    277483578,    168309504,      2109609,     12842396,              0,     33105262,     12300310,      8175910,  1872975188,,     72762572,      8304687,     27752104,     72634686,              0,     65065325,              0,  1362344429,     54554238,              0,              0,              0,              0,     39228413,      4582062,  1707228516,,    114477079,     34498862,     19864120,     -3191745,    165648316,         98356,    165746672,      4791000,              0,             15.45
100/02,2892,第一金控,,     33466019,    102723183,     18870705,      2113881,     77976268,              0,  1319046216,     87334331,    317440037,      1261417,     16577748,        529743,     23895779,        182531,     11797020,  2013214878,,    142473454,         80314,     33370162,      9406871,      4966070,     68171673,              0,  1558272085,     34700000,        376200,              0,      1999632,     13069976,     30809209,      7638478,  1905334124,,     68654346,      9943476,     20137823,      8449158,    107184803,        695951,    107880754,              0,              0,             16.55
