年季,公司代號,公司名稱,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總額,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 45
2013/01,2816,旺旺保險,3438286.0,1337245.0,12752.00,--,2907646.0,4831177.0,795667.0,183520.00,--,699447.0,--,14205740.0,--,1137186.0,--,--,--,--,--,--,--,--,10163067.0,180424.00,--,147769.00,88129.0,140734.0,--,11857309.0,2000000.0,--,542051.0,-193620.0,--,--,--,--,--,2348431.0,0.0,0.0,11.74,
2013/01,2823,中壽,51853228.0,11620299.0,1339981.00,--,728641903.0,276324.0,4799715.0,36622.00,1049469.00,3940130.0,66264287.00,869821958.0,--,5901618.0,--,--,2660282.00,--,--,--,--,21979.00,723285927.0,6325053.00,3019627.00,224463.00,2243345.0,1104376.0,66264287.00,811050957.0,23878482.0,6454129.00,16194520.0,12243870.0,--,--,--,--,--,58771001.0,0.0,0.0,24.61,
2013/01,2832,台產,2582695.0,1067482.0,--,--,8950159.0,2692729.0,403259.0,--,21500.00,799226.0,--,16517050.0,--,913684.0,53819.00,--,--,--,--,--,--,--,8192827.0,--,--,33501.00,284000.0,515041.0,--,9992872.0,3638164.0,117725.00,3004910.0,-236621.0,--,--,--,--,--,6524178.0,0.0,0.0,17.93,
2013/01,2850,新產,6885575.0,1833801.0,--,--,9308258.0,4453754.0,1206446.0,51202.00,190111.00,678908.0,--,24608055.0,--,1306174.0,104134.00,--,2152.00,--,--,--,--,--,15918007.0,--,--,483440.00,26954.0,88080.0,--,17928941.0,3159633.0,63663.00,2589045.0,866773.0,--,--,--,--,--,6679114.0,0.0,0.0,21.14,
2013/01,2851,中再保,16919514.0,378154.0,63080.00,--,9741343.0,3891461.0,206314.0,3114.00,225349.00,1078803.0,--,32507132.0,--,495714.0,104713.00,--,58182.00,0.00,--,--,--,--,23366436.0,--,--,--,41555.0,53718.0,--,24120318.0,5512500.0,300000.00,2987015.0,-412701.0,--,--,--,--,--,8386814.0,0.0,0.0,15.21,
2013/01,2852,第一保,958051.0,865011.0,0.00,--,8404363.0,1859675.0,611770.0,689.00,49818.00,520660.0,--,13270037.0,--,540238.0,59296.00,--,--,--,--,--,--,--,7402526.0,--,--,224185.00,92934.0,46227.0,0.00,8365406.0,3011638.0,--,1894011.0,-1018.0,--,--,--,--,--,4904631.0,0.0,0.0,16.29,
2013/01,2867,三商美邦,71179601.0,6285584.0,886577.00,0.00,483923632.0,1811734.0,4232142.0,28618.00,381715.00,3479749.0,58612144.00,630821496.0,0.00,5811266.0,0.00,0.00,2268395.00,0.00,0.00,0.00,3007006.00,0.00,527584518.0,4622584.00,566607.00,1840399.00,751901.0,1123758.0,58612144.00,606188578.0,11585414.0,1524473.00,7518665.0,4004366.0,0.00,--,--,--,--,24632918.0,0.0,0.0,21.26,
